customer_id,customer_name,total_trips,total_spent,avg_rating
C01532,"Radhika Kakar",5,2334.1,4.12
C01533,"Vaishnavi Dewan",7,4077.85,4.04
C01534,"Jagvi Sahni",9,4754,3.94
C01535,"Jeremiah Desai",6,3111.45,4.4
C01538,"Ojasvi Shah",10,5014.75,4.09
C01540,"Shivani Rajagopalan",12,5607.85,3.67
C01541,"Quincy Samra",10,5899.65,3.8
C01542,"Wishi Khalsa",5,3276.75,4.12
C01544,"Vasudha Pillay",11,5180.950000000001,4.01
C01545,"Fariq Dhar",8,3631.05,3.95
C01546,"Udyati Varughese",6,1884.6,3.93
C01547,"Yatan Sodhi",6,3170.25,2.97
C01548,"Devika Bera",8,3632.15,4.15
C01549,"Advay Singh",11,5513.900000000001,3.9
C01551,"Bimala Ganesh",20,12675.45,3.85
C01552,"Abha Bhat",10,4942.4,4.09
C01553,"Omkaar Behl",7,2882.5,3.37
C01557,"Anvi Kurian",8,2089.05,3.59
C01558,"Owen Dora",10,4413.8,4.01
C01560,"Vedhika Golla",8,5360.25,4.05
C01562,"Warhi Sachar",7,4229.65,3.81
C01563,"Wazir Sarraf",10,4231.9,4.01
C01564,"Shivansh Pai",10,6006.4,4.02
C01565,"Jack Ben",13,6551.15,3.56
C01566,"Mohini Soni",10,4266,3.95
C01567,"Vivaan Raghavan",7,3898.25,3.87
C01568,"Urvi Lala",9,4262.05,3.99
C01569,"Advik Mani",6,1802.1,4.45
C01570,"Lavanya Mutti",10,3862.95,3.84
C01572,"Rachana Mahajan",9,5209.1,3.68
C01573,"Amara Chaudhari",10,4919.55,3.84
C01574,"Triya Khurana",12,4015.9000000000005,4.45
C01575,"Zinal Nazareth",7,4195.7,3.97
C01577,"Ekansh Arora",11,3892.7000000000003,3.7
C01579,"Bhanumati Krishnamurthy",10,5312.6,4.07
C01583,"Qarin Kulkarni",9,3221.4,3.89
C01586,"Ethan Malhotra",11,4979.85,4.29
C01587,"Lavanya Rama",11,3625.55,3.89
C01588,"Aarna Lanka",10,6928.5,3.76
C01589,"Ekaraj Swamy",5,3752,4.06
C01591,"Ikbal Dhawan",7,3694,3.4
C01593,"Aashi Chauhan",6,3446.55,3.63
C01594,"Ekavir Krishna",6,3784.8,4.22
C01595,"Anirudh Tank",6,3775.25,3.93
C01596,"Baljiwan Ramakrishnan",7,3817.15,4.36
C01598,"Yutika Swaminathan",14,7032.05,4.19
C01599,"Netra Boase",10,3360.45,3.9
C01600,"Aarush Rajagopalan",9,4360.1,4.33
C01601,"Jairaj Wason",13,6730,4.02
C01602,"Gauri Mitter",13,5375,3.93
C01603,"Gautam Pau",11,4046.95,4.45
C01604,"Faris Sharaf",9,3856,4.03
C01605,"Samaksh Goda",9,6824.5,4.12
C01606,"Leena Halder",6,2840.5,3.88
C01608,"Raksha Gupta",12,6666.25,3.79
C01609,"Reyansh Bakshi",8,4754.85,3.64
C01611,"Xalak Walla",4,2572.25,4.68
C01612,"Amol Bansal",5,2299.7000000000003,3.52
C01613,"Geetika Basak",13,5148,4.02
C01615,"Viraj Bora",9,6216,3.76
C01616,"Vrinda Bahl",10,5674.2,4.09
C01619,"Tanmayi Garde",9,3566.7,4.11
C01620,"Hitesh Comar",6,5131.5,3.72
C01621,"Dev Jain",5,2458.6,4.44
C01622,"Neelima Nair",10,5258.45,4.32
C01623,"Ekanta Kala",5,2764,3.4
C01624,"Oscar Nayak",8,2982.3499999999995,4.47
C01625,"Anusha Dhaliwal",8,2583.1499999999996,3.66
C01626,"Om Pingle",6,3152.1,4.2
C01627,"Reva Kohli",10,5029.75,3.92
C01628,"Kiaan Chaudhry",11,5215.6,4.03
C01629,"Nakul Babu",11,6640.25,4.09
C01631,"Gaurav Mander",4,2414.25,3.8
C01632,"Jonathan Jhaveri",7,3458,3.93
C01633,"Shravya Sabharwal",5,4095.45,4.02
C01635,"Gaurang Mitra",9,5513,4.06
C01636,"Aayush Keer",8,4169.35,3.81
C01637,"Girish Pathak",9,5657.9,4.4
C01638,"Ucchal Joshi",10,3854.6,3.81
C01639,"Rishi Chowdhury",7,3550.05,4.41
C01640,"Urvi Tank",6,2794.25,4.4
C01642,"Bhavani Kadakia",8,4508.8,4.34
C01643,"Gaurika Setty",8,4101.7,3.98
C01646,"Ekavir Keer",8,4392.1,3.91
C01648,"Victor Choudhary",7,3662.3,4.2
C01650,"Ryan Prashad",8,3864.5,4.2
C01651,"Ethan Sinha",5,1885,3.78
C01652,"Chatura Sarin",8,3402.95,3.94
C01653,"Suhani Gokhale",5,3302.75,3.8
C01654,"Laban Shankar",7,2565.2,3.8
C01658,"Tara Sahota",11,4282.4,3.77
C01660,"Onkar Karpe",7,4688.6,4.44
C01661,"Vrinda Kalita",9,3990,3.69
C01662,"Turvi Mallick",6,1781.6,4.03
C01664,"Tristan Dixit",9,4913,4.17
C01665,"Omisha Basu",8,2885.75,3.78
C01666,"Yamini Bandi",6,3713,3.98
C01667,"Varenya Chaudhari",9,6325.05,4.03
C01668,"Wridesh Chacko",7,3732.35,4.26
C01669,"Niharika Kamdar",12,5573.049999999999,4.06
C01671,"Amol Srinivasan",12,6134.1,4.09
C01673,"Suhani Sheth",5,2691.8,4.12
C01674,"Nidra Goyal",5,2266.5,3.94
C01675,"Ucchal Agarwal",11,6711.6,3.87
C01676,"Lekha Natarajan",8,5528.7,3.85
C01677,"Chaman Sandhu",13,6876.25,4.07
C01678,"Sarthak Buch",14,10178.05,4.1
C01679,"Christopher Varma",9,4381.3,3.94
C01681,"Udyati Baria",8,3545.6000000000004,4.09
C01682,"Parth Bhavsar",6,3216.5,4.57
C01683,"Lakshit Natt",5,2101.5,4.28
C01684,"Vanya Kadakia",12,4463.3,4.03
C01685,"Ekani Pandit",11,6726.65,4.23
C01686,"Yahvi Sampath",11,4410.200000000001,3.93
C01687,"Dev Pradhan",6,1963,3.78
C01688,"Vedika Thaker",10,4887.9,4.17
C01691,"Raghav Shankar",14,6840.75,3.94
C01692,"Mahika Gola",4,2002.25,3.2
C01693,"Ikbal Gala",11,4812.85,3.98
C01695,"Arin Memon",7,3064,4.5
C01697,"Ansh Manne",6,3570.25,3.6
C01698,"Anthony Kata",11,6008.2,3.71
C01699,"Nisha Oza",7,2734,3.83
C01700,"Vedika Wagle",3,1877,3.87
C01701,"Tanvi Modi",5,2740.2,4.06
C01702,"Damini Garg",7,3929.9,3.93
C01703,"Utkarsh Sule",12,6196.500000000001,4.32
C01704,"Champak Divan",12,5296.65,3.93
C01706,"Bhavika Gopal",4,3144.75,3.87
C01707,"Neel Khanna",8,3960.25,3.25
C01708,"Edhitha Date",9,3558.55,4.01
C01710,"Edhitha Padmanabhan",6,2446.1,4.27
C01711,"Saumya Zacharia",6,1903.5,3.73
C01712,"Jairaj Bakshi",7,4274.75,3.44
C01713,"Maanav Shanker",11,9440,3.71
C01716,"Manan Sathe",8,5914.9,4.41
C01718,"Darika Bakshi",4,2818,4.08
C01719,"Sanaya Parikh",6,3171.5,3.92
C01721,"Arunima Hayre",10,4531.25,3.81
C01722,"Sanaya Chahal",5,2016.75,3.62
C01723,"Robert Swaminathan",8,4061.05,4.15
C01725,"Kala Raju",6,3993.55,3.85
C01726,"Bhavani Pai",8,4271.75,4
C01727,"Sanaya Chahal",11,6520.65,3.86
C01729,"Panini Sachdeva",10,5275.35,4.13
C01730,"Maanas Johal",9,4411.7,3.16
C01731,"Gautami Bhatti",7,4536.25,3.99
C01734,"Laksh Iyengar",9,5270.299999999999,4.17
C01735,"Bimala Swaminathan",4,993,3.18
C01736,"Daksha Tak",10,5425.25,3.63
C01737,"Udarsh Bala",5,2323.4,3.68
C01738,"Mitesh Lala",7,4013.6,3.64
C01739,"Jeet Mani",7,3068.4,3.69
C01741,"Aradhana Tailor",10,4364.2,4.12
C01742,"Vasana Sarin",11,5574.05,3.96
C01743,"Vamakshi Dar",9,4941.95,3.94
C01744,"Aashi Gaba",9,4028.35,3.72
C01747,"Jalsa Saini",11,3910,4.15
C01749,"Yoshita Hari",6,1782.3500000000001,3.72
C01751,"Diya Mitra",12,6749.5,3.74
C01752,"Gopal Warrior",4,2800.4,3.92
C01753,"Maanas Arya",11,5012.65,4.13
C01754,"Kashish Sundaram",12,6574.85,3.69
C01756,"Yahvi Kant",9,4498.2,4.06
C01757,"Ishaan Sahni",10,5326.25,3.33
C01759,"Varsha Pall",10,4470.85,3.58
C01760,"Liam Sathe",14,8551.1,4.14
C01761,"Orinder Modi",7,3737,3.73
C01762,"Tristan Dave",10,5749.849999999999,3.97
C01763,"Utkarsh Mohanty",9,3598.3500000000004,4.47
C01764,"Kalpit Brar",9,5250.150000000001,3.51
C01765,"Faras Bahl",8,4563.4,4.21
C01766,"Raagini Basak",14,8268.2,4.06
C01767,"Bachittar Varghese",6,4416.45,4.02
C01769,"Caleb Bhatti",14,5464.5,3.74
C01770,"Gopal Dasgupta",4,1455.5,3.9
C01771,"Ryan Goyal",8,3805.55,3.64
C01772,"Ayush Chana",7,3285.7,3.53
C01773,"Ijaya Pandey",7,2472,4.14
C01775,"Teerth Handa",13,9118.15,3.57
C01776,"Aayush Chaudhary",10,5602.35,4.38
C01778,"Ria Chhabra",15,5425.85,3.86
C01779,"Ladli Samra",7,3653.5,3.96
C01780,"Nikita Chowdhury",9,4648.25,3.82
C01781,"Jatin Shukla",8,6342.9,3.84
C01783,"Banjeet Butala",9,4451.799999999999,3.69
C01784,"Jack Rajan",7,4556.4,3.67
C01785,"Devika Sawhney",9,10991,4.27
C01786,"Bina Sangha",5,2746.3,3.88
C01787,"Vamakshi Pillai",5,1455,3.88
C01788,"Vyanjana Cheema",4,1705.95,4.1
C01789,"Frederick Dar",7,3012.75,3.93
C01790,"Nandini Chaudry",11,6127.9,4.16
C01791,"Dhruv Patla",11,5433.499999999999,4.09
C01793,"Panini Tata",10,4655.25,3.94
C01794,"Mugdha Parekh",11,6073.7,3.76
C01795,"Vedhika Vaidya",3,1476,4.3
C01796,"Suhani Chokshi",19,6822.15,3.94
C01798,"Ayushman Chaudhary",5,1888.7,3.96
C01799,"Ekansh Tara",9,5921,4.09
C01801,"Michael Mitter",5,3451.45,4.1
C01802,"Faraj Venkatesh",8,4861.4,4.28
C01803,"Unnati Jaggi",6,1651.1499999999999,4.28
C01804,"Vritti Thaman",7,3864,3.81
C01805,"Andrew Balay",6,2425.8,3.73
C01807,"Saanvi Sharaf",7,4031.7,4.2
C01808,"Peter Mitter",9,4680.7,3.62
C01809,"Vyanjana Sankar",6,3210.1,3.58
C01811,"Vritti Zacharia",9,4824.75,3.6
C01812,"Vamakshi Dugar",10,3373.6,3.91
C01813,"Mahika Lall",11,4730.3,4
C01814,"Ira Mane",3,1224.5,3.63
C01815,"Ayaan Bath",4,2567.5,2.25
C01816,"Ikshita Bala",6,2029.05,4.1
C01817,"Lajita Chatterjee",7,4598.15,4.01
C01818,"Ishanvi Sabharwal",3,974.1,4.37
C01820,"Frado Bhatti",8,3014,3.4
C01822,"Eshana Barad",5,1218,3.78
C01824,"Upasna Bains",11,4865.6,4.08
C01825,"Madhavi Naidu",10,6789.55,3.08
C01827,"Gayathri Taneja",4,2593.5,4.12
C01828,"Ojas Mistry",9,4198.05,3.94
C01831,"Chameli Ratti",7,3125.75,4.49
C01832,"George Chandran",7,3131.8,3.99
C01833,"Anjali Bhavsar",9,5574,3.84
C01834,"Prisha Kadakia",1,240,3.2
C01835,"Chasmum Thaman",9,6072.3,4.01
C01836,"Rachita Zacharia",6,2376.75,4.03
C01837,"Oeshi Ratti",10,5052.65,3.27
C01839,"Xalak Kala",13,5493.4,3.83
C01840,"Amrita Walia",9,4238.45,4.06
C01842,"Turvi Divan",8,4712.7,3.61
C01843,"Charita Saran",7,3253.35,4.17
C01844,"Devansh Jani",8,3208.05,3.2
C01845,"Amara Mangat",11,5744.45,3.9
C01846,"Aahana Keer",7,3442,3.8
C01847,"Ishaan Doctor",8,5133.75,4.19
C01848,"Yatan Mukherjee",8,4687.55,4.28
C01849,"Rajata Sami",8,4676.2,3.98
C01850,"Saksham Dutta",9,5179.2,4.36
C01851,"Ayush Kuruvilla",5,2370.5,4.1
C01852,"Patrick Basak",4,2134.15,3.78
C01853,"Anmol Bhakta",6,2108.3,4.47
C01856,"Mekhala Dey",5,5227.05,3.8
C01857,"Xiti Dara",6,2985.1,4.18
C01858,"Watika Chana",6,1934.85,4.02
C01859,"Dhriti Narayan",11,6481.4,3.9
C01860,"Warinder Sampath",9,4421.35,4.03
C01861,"Hredhaan Gill",6,2227.6,4.25
C01862,"Ria Rege",6,2094.3999999999996,3.28
C01864,"Edhitha Sampath",5,2626.05,4.06
C01866,"Jhalak Morar",9,4558.35,4.18
C01867,"Chatura Khatri",9,4284.5,3.89
C01868,"Dayamai Patil",6,1741.2,4.23
C01869,"Warjas Savant",7,4030,3.7
C01870,"Maya Kumer",3,1210,3
C01872,"Reva Nadig",6,2568.25,4.02
C01875,"Gaurangi Sami",8,3550.3,3.99
C01876,"Naveen Lal",8,4952.6,3.54
C01877,"Indira Salvi",4,1858.8000000000002,3.92
C01878,"Sudiksha Bala",7,2633.75,4.23
C01879,"Qarin Sawhney",7,3998.75,3.9
C01880,"Aarush Rattan",9,3816.85,4.03
C01882,"Zaid Varty",8,4145.9,3.72
C01884,"Kiaan Lad",11,6606.549999999999,3.85
C01885,"Baghyawati Issac",13,7300.5,4.38
C01886,"Jhalak Gopal",6,3422.6,3.93
C01887,"Udarsh Bail",7,2739.9,4.44
C01888,"Gaurav Shere",9,5346.200000000001,3.91
C01889,"Om Bawa",11,4624,3.93
C01890,"Abha Dixit",7,2749.5,3.93
C01891,"Onkar Dalal",6,3486.8,3.92
C01892,"Sudiksha Talwar",6,1729.3,3.83
C01893,"Samar Halder",14,8570.35,3.85
C01897,"Nilima Dhingra",5,3232.5,4.04
C01900,"Frederick Anne",10,4346.05,3.83
C01902,"Leela Sampath",5,3111.25,3.92
C01903,"Elijah Chandran",7,2297.2,4.01
C01904,"Charles Natarajan",15,6666.6,4.01
C01905,"Urishilla Pandya",17,9931,3.83
C01906,"Abdul Kulkarni",9,4658.5,4.23
C01907,"Chasmum Rana",11,6006.9,3.7
C01908,"Kevin Barman",9,3471.05,4.08
C01909,"Abha Gara",7,4031,3.71
C01911,"Edhitha Wali",5,3486,3.78
C01912,"Abha Dada",11,3625.1,3.84
C01914,"Jalsa Sani",11,6738.8,4.06
C01915,"Aishani Varughese",5,3311.35,2.86
C01916,"Nitesh Mutti",8,3377,3.54
C01917,"Matthew Sarraf",7,3117.65,4.1
C01918,"Manthan Bhagat",8,3379.5,3.42
C01919,"Balendra Singhal",10,6286.200000000001,3.91
C01920,"Unni Sarin",6,1937,3.75
C01922,"Tanvi Tailor",9,2784.65,3.99
C01923,"Jatin Palla",8,4469.9,3.99
C01925,"Yashoda Mahajan",8,2749.8,4.07
C01928,"Girindra Narasimhan",10,4854.35,3.92
C01929,"Jairaj Ramesh",9,3901.3,4.4
C01931,"Triveni Srinivasan",5,2803.15,3.94
C01932,"Abdul Narayan",9,2952.1,4.17
C01933,"Ekta Dayal",11,4726.85,3.85
C01934,"Barkha Naidu",6,2759.25,3.23
C01935,"Ekavir Raj",14,4396.6,3.99
C01936,"Aadhya Gokhale",13,5652.099999999999,4.08
C01938,"Nicholas Rama",7,4167.4,3.71
C01939,"Bhavani Dube",16,7159.599999999999,3.88
C01940,"Vritti Sankaran",6,3384.5,4.33
C01941,"Karan Parmer",10,6296.25,3.82
C01942,"Jhalak Vala",8,3545.5,4.26
C01944,"Pallavi Chana",15,5342.4,4.19
C01945,"Jyoti Grewal",14,8156.55,4.02
C01948,"Warhi Vyas",6,3184.65,4.45
C01949,"Bina Sidhu",4,3105.8,3.9
C01950,"Vanya Mital",12,5081.049999999999,3.82
C01951,"Charita Kothari",7,3484.5,3.67
C01953,"Chakradev Varghese",8,4502.25,4.15
C01955,"Isha Kumar",13,5418.4,4.18
C01956,"Yahvi Babu",8,3983.5,3.76
C01957,"Praneel Gopal",8,5162.9,3.94
C01958,"Chakradev Chacko",11,4642.7,3.82
C01961,"Siddharth Goyal",14,8143.45,4.03
C01963,"Abdul Rana",8,2953.15,4.05
C01964,"Onveer Sood",11,6106.9,3.85
C01965,"Vidhi Mitter",10,8560.85,4
C01967,"Krishna Atwal",11,5686.6,3.92
C01968,"Amol Guha",8,3966.85,3.65
C01969,"Shaurya Srivastava",11,6247.3,4.02
C01970,"Wyatt Sarin",9,5262.75,4.04
C01971,"Gabriel Mitra",3,1105.8,3.87
C01973,"Jackson Ganesan",8,4943.9,3.9
C01974,"Sai Sundaram",8,3793.1,4.06
C01975,"Shivani Kibe",6,2285,3.82
C01976,"Manya Behl",13,5751,3.96
C01977,"Harshil Sankaran",6,3038.8,3.95
C01982,"Amrita Sahni",5,2533.2,3.08
C01983,"Jackson Talwar",10,4688.2,3.85
C01985,"Bhavna Handa",7,3703,4.13
C01986,"Raksha Kata",3,1295,4.2
C01987,"Harinakshi Sidhu",11,4149.7,3.95
C01988,"Madhavi Saha",7,3765.8,3.63
C01990,"Barkha Chadha",5,1804.6,3.66
C01991,"Kai Ghose",9,3236.5,3.89
C01993,"Wakeeta Mitter",4,2108.9,3.9
C01995,"Ishanvi Dutt",5,1568.5,3.7
C01997,"Utkarsh Dara",5,2890,3.9
C01998,"Vidhi Kuruvilla",8,5107.8,4.02
C01999,"Chakradhar Loke",10,4339.15,3.96
C02000,"Yutika Chawla",5,3344.6,3.26
C02003,"Yashica Cheema",10,3840.2,4.16
C02004,"Samesh Pathak",5,2285.5,4.12
C02005,"Riya Toor",4,1440,4.18
C02006,"Mitesh Patla",9,4156.35,3.88
C02007,"Jason Jaggi",6,2915.6,4.25
C02009,"Harita Mangat",13,5049.4,3.9
C02010,"Frederick Lata",12,5649.6,3.56
C02011,"Jalsa Korpal",6,1346,4.03
C02012,"Vedant Devi",14,7107.8,3.8
C02013,"Odika Rout",10,5445.25,3.78
C02015,"Madhav Anne",6,1755.2,4.13
C02016,"Frado Nigam",7,2539,4.31
C02017,"Nitesh Saraf",6,3259.8,4.05
C02018,"Balhaar Dora",4,1461.8,4.1
C02019,"Zinal Merchant",5,1983.45,3.96
C02022,"Netra Sehgal",5,1725,3.42
C02024,"Rudra Mitra",7,4781.3,4.14
C02025,"Gaurika Ramakrishnan",7,4772.3,4.01
C02026,"Zinal Zachariah",7,4707.05,4.03
C02027,"Girik Vaidya",7,3836.75,3.91
C02030,"Pahal Tiwari",11,3952.9,3.88
C02031,"Kashish Lad",7,2929.25,3.97
C02032,"Jatin Batta",8,4397.25,3.82
C02033,"Saumya Misra",9,6943.6,3.91
C02034,"Sudiksha Nori",6,2826.25,3.58
C02035,"Inaya Mistry",11,4394.5,4.06
C02036,"Krishna Venkatesh",11,5157.8,4
C02037,"Henry Narang",9,5804.35,4.07
C02038,"Jalsa Sha",4,1067.4,4.08
C02040,"David Sandal",6,2228.55,4
C02041,"Vamakshi Kala",14,6825.1,3.81
C02042,"Kala Vora",5,24.5,4.38
C02043,"Aishani Tara",8,2939.8999999999996,3.88
C02044,"Ria Suri",10,5167.45,3.71
C02046,"Vedhika Shankar",11,4487.45,3.38
C02047,"Simon Shah",9,3283,3.78
C02049,"Nilima Choudhary",5,2098.2,4.36
C02050,"Bimala Baria",10,4155.099999999999,3.67
C02051,"Jacob Prabhu",6,3348.35,3.08
C02052,"Chavvi Menon",6,2930.95,3.97
C02053,"Luke Dhar",3,1254.8,3.9
C02054,"Chanakya Mody",12,6935.2,3.83
C02055,"Tanveer Goswami",11,6444.35,4.21
C02056,"Aarnav Das",9,6166.700000000001,3.93
C02058,"Dayita Sethi",9,4692.8,4.14
C02059,"Krishna Soman",3,1901.5,4.37
C02060,"Lakshit Thaman",6,3331.5,3.75
C02061,"Shivani Sen",5,2210.1,3.56
C02062,"Gaurav Rout",6,3255,3.88
C02063,"Megha Nori",12,5987.35,3.63
C02065,"Noah Bakshi",12,8854.3,4.08
C02066,"Jatin Chada",5,2017.5,4.1
C02069,"Anvi Jha",11,5290.7,3.86
C02070,"Frado Walla",7,3054.8,4.14
C02071,"Neelima Bath",11,5504,3.76
C02072,"Harini Sarkar",8,5169.75,4.07
C02074,"Aarini Chand",5,1298,3.76
C02075,"Om Mangal",7,3090.8,4.01
C02076,"Aadhya Chakraborty",8,3811.35,4.02
C02077,"Nikita Gara",11,4267.9,3.98
C02079,"Chanchal Ramakrishnan",9,5263.95,3.81
C02080,"Lucky Sachar",4,1747.5,3.92
C02081,"Aarna Prashad",7,3832.55,2.63
C02083,"Waida Trivedi",10,1554.05,3.77
C02084,"Ishwar Luthra",11,5837.5,3.68
C02085,"Ucchal Ray",9,4075.75,3.86
C02086,"Ayush Reddy",7,3568.7,3.93
C02088,"Yatin Dass",11,4632.25,3.76
C02089,"Sanaya Chacko",17,9347.85,4.04
C02090,"Lucky Prakash",3,981,4.1
C02091,"Yatan Yogi",11,6263.7,3.6
C02093,"Bimala Ganesh",9,4439.5,4.17
C02095,"Lajita Panchal",11,5987.849999999999,3.86
C02096,"Yashvi Manda",9,4554.05,2.86
C02097,"Ekaraj Mital",13,7117.5,3.78
C02098,"Jason Dey",11,5534.150000000001,4.3
C02100,"Hema Lal",7,4159.9,3.99
C02103,"Amol Deol",10,4981.9,3.5
C02104,"Vamakshi Agrawal",12,6528.15,4.11
C02105,"Oscar Sachdev",11,4533.85,3.93
C02106,"Maya Yohannan",3,713.95,3.77
C02108,"Ira Puri",3,1769.5,4.03
C02110,"Jeet Shere",9,5019.4,4.09
C02111,"Sai Andra",11,6425.2,3.7
C02112,"Avni Parmar",9,5034,3.97
C02113,"Chavvi Kant",8,4241.75,4.11
C02115,"Shaurya Amble",12,6397.45,4.07
C02116,"Indrajit Mall",5,2395.5,4.36
C02117,"Onkar Hari",13,6294.300000000001,4.28
C02118,"Dhruv Dave",9,3375.6,4
C02120,"Anusha Handa",9,4990.25,4.29
C02121,"Zayyan Setty",11,5786.8,3.79
C02122,"Charles Naidu",12,7184.1,4.24
C02123,"Anusha Dara",7,2804,4.23
C02125,"Udarsh Batta",10,3708.6,3.92
C02127,"Robert Natt",11,6465.05,3.92
C02128,"Upkaar Sampath",4,1776.5,3.8
C02129,"Ronith Gala",8,3656.05,3.8
C02132,"Zashil Kota",9,4475.65,3.87
C02133,"William Oak",7,4442.45,3.94
C02135,"Elijah Sarna",2,482,4.05
C02136,"Sanya Dash",2,1214.5,3.4
C02137,"Bahadurjit Purohit",8,3031.85,3.74
C02138,"Joshua Bhatia",8,4758.1,3.85
C02139,"Christopher Mitra",8,4671.8,3.58
C02141,"Charles Menon",6,5486.65,3.98
C02142,"Neelima Char",7,2827,3.6
C02143,"Viraj Anne",4,2028.5,3.8
C02144,"Ucchal Sangha",10,5246.05,4.18
C02149,"Vasana Saxena",6,2784.25,4
C02150,"Laksh Basu",8,4363,4.06
C02152,"Deepa Dhingra",8,3512.3,4.21
C02153,"Dayamai Oza",9,4050.5,4.04
C02154,"Abhiram Vasa",6,3315.45,3.55
C02156,"Pahal Padmanabhan",9,5595.450000000001,3.62
C02157,"Saksham Biswas",6,3016,4.05
C02158,"Vamakshi Sibal",9,4720.55,3.83
C02159,"Gautami Mistry",7,2697.05,3.56
C02160,"Nicholas Cheema",7,1926.7,4.19
C02161,"Warhi Kanda",10,4383.05,3.95
C02162,"Udant Karpe",9,3584.85,4.07
C02163,"William Srivastava",7,3160.6,3.64
C02164,"Keya Jha",8,3672.45,2.75
C02165,"Abeer Patil",11,4344.7,3.97
C02166,"Ishita Balan",11,6173.6,4.11
C02167,"Lucky Mannan",6,3592,3.72
C02168,"Jagvi Bassi",7,2694.5,3.51
C02169,"Rudra Mander",4,2677,4.4
C02170,"Adweta Ghosh",3,5724,4.1
C02171,"Pranav Hayre",9,3365.25,3.7
C02172,"Adweta Chaudhuri",5,2753.25,3.34
C02173,"Ladli Choudhry",9,5048.2,4.02
C02174,"Dalaja Shan",7,3122.75,4.14
C02175,"Kashish Garg",11,4429.5,4.04
C02176,"Dhruv Dani",4,2126.2,4.2
C02177,"Ranveer Handa",9,5410,3.9
C02178,"Kavya Nadkarni",4,2485.25,4.4
C02180,"Chaitaly Dixit",8,2488.1,3.88
C02183,"Upma Bhattacharyya",7,3751.65,3.77
C02184,"Yashodhara Prasad",6,403.8,3.92
C02185,"Praneel Nagy",8,3286.25,4.26
C02188,"Samaksh Seth",11,4818.2,3.98
C02190,"Krishna Dugar",6,2693.3,4.52
C02191,"Aachal Chad",6,3204.4,3.77
C02193,"Victor Barman",8,4394.5,4.05
C02197,"Praneel Sathe",6,3352.2,4.18
C02198,"Faqid Parmer",7,3455.3,3.76
C02200,"Aradhana Kari",11,4036.1,4.05
C02201,"Ekbal Parsa",9,4370.15,3.93
C02203,"Zashil Mittal",6,2100.5,4.27
C02204,"Rayaan Devi",8,3067.25,4.03
C02205,"Abhiram Mistry",6,2787.4,3.57
C02206,"Netra Ravi",15,9425.5,3.87
C02207,"Urmi Vala",15,5491.6,4.11
C02208,"Mitali Kari",7,3724.45,4.03
C02211,"Dhriti Guha",6,2206.1000000000004,3.32
C02212,"Shaurya Sarna",9,3373.15,3.68
C02214,"Dalaja Andra",10,4993.4,3.82
C02215,"Harinakshi Kar",7,2583.1,4.36
C02216,"Netra Yogi",10,4385.55,3.89
C02217,"Arin Balay",6,2112.65,3.87
C02218,"Mitesh Narayanan",8,5628,3.96
C02219,"Lakshmi Jayaraman",6,2972.25,4.55
C02220,"Libni Guha",9,4043.35,4.08
C02224,"Rushil Boase",8,2688.95,3.64
C02225,"Bhanumati Jha",8,4671.45,4.06
C02227,"Zarna Apte",10,4189.5,3.99
C02228,"Nirja Raman",4,2899.15,4.5
C02229,"Kai Yadav",13,7413.3,3.84
C02230,"Ekapad Ramachandran",5,2558.3,4.06
C02231,"Kalpit Jha",11,6373.9,3.55
C02232,"Vaishnavi Dutt",5,2319.5,2.76
C02233,"Samaksh Thakkar",6,4113.5,4.1
C02234,"Anya Jaggi",6,4141.9,3.7
C02236,"Yatin Vora",7,3332.9,4.36
C02237,"Triveni Shere",5,3208.8,3.02
C02238,"Gavin Mani",16,6729.950000000001,3.57
C02239,"Idika Mishra",2,737,4.25
C02242,"Girish Ramaswamy",11,3800.3,4.1
C02243,"Wriddhish Dugar",12,5994.25,3.22
C02245,"Nisha Dara",2,1076.5,4
C02246,"Henry Thaman",7,3623.25,4.01
C02247,"Nimrat Seshadri",6,3733.95,4.22
C02248,"Sarthak Toor",7,3105,4.07
C02252,"Zashil Contractor",7,2769,3.43
C02253,"Eta Shetty",6,2748.65,3.8
C02254,"Ekansh Butala",8,3937.25,4.15
C02255,"Raksha Dey",7,3221,4.09
C02256,"Neel Garde",7,3493.2,4.44
C02257,"Harish Goel",15,7268.4,3.77
C02258,"Mahika Ganguly",9,4621.75,4.12
C02259,"Anjali Dube",6,1874.3,3.03
C02260,"Pranav Kalita",11,4769.3,3.7
C02261,"Tarak Sathe",11,5632.3,3.94
C02262,"Harshil Ramakrishnan",13,6402.400000000001,3.85
C02264,"Chanakya Purohit",10,5679.55,4.2
C02265,"Zaid Prasad",4,2237.9,4.38
C02266,"Ryan Chand",6,1243.1,3.32
C02268,"Dev Kannan",12,5903.65,3.68
C02271,"Ekantika Gupta",15,9518.35,3.92
C02272,"Megha Sangha",11,5060.15,3.95
C02273,"Tanay Cherian",7,3128.3,4.51
C02274,"Oscar Aurora",7,3080.75,3.5
C02277,"Jyoti Bassi",9,5126.25,3.8
C02278,"Nirja Mitra",10,3505.25,3.54
C02279,"Harsh Yadav",7,1965.25,3.97
C02281,"Lipika Deol",5,1692.5,3.98
C02282,"Eesha Subramaniam",13,6661.4,4.05
C02283,"Andrew Sen",8,3211.8,3.97
C02285,"Jeet More",10,3331.2500000000005,4.35
